Outlet_ID,weekly_sale_for_1,weekly_sale_for_2,weekly_sale_for_3,weekly_sale_for_4,weekly_sale_for_5,weekly_sale_for_6,weekly_sale_for_7,weekly_sale_for_8,weekly_sale_for_9,weekly_sale_for_10,weekly_sale_for_11,weekly_sale_for_12,weekly_sold_volume_for_1,weekly_sold_volume_for_2,weekly_sold_volume_for_3,weekly_sold_volume_for_4,weekly_sold_volume_for_5,weekly_sold_volume_for_6,weekly_sold_volume_for_7,weekly_sold_volume_for_8,weekly_sold_volume_for_9,weekly_sold_volume_for_10,weekly_sold_volume_for_11,weekly_sold_volume_for_12,weekly_earning_for_1,weekly_earning_for_2,weekly_earning_for_3,weekly_earning_for_4,weekly_earning_for_5,weekly_earning_for_6,weekly_earning_for_7,weekly_earning_for_8,weekly_earning_for_9,weekly_earning_for_10,weekly_earning_for_11,weekly_earning_for_12,Butter Pecan Small Stick_units_sold,Chocolate Petite Bar_units_sold,Mint Bite-size Pop_units_sold,Strawberry Tiny Cup_units_sold,Vanilla Mini Cone_units_sold,Chocolate Fudge Big Scoop_units_sold,Cookies and Cream Mega Tub_units_sold,Mint Chocolate Chip Family Pack_units_sold,Moose Tracks Jumbo Cup_units_sold,Rocky Road Mega Tub_units_sold,Butter Pecan Small Stick_volume_sold,Chocolate Petite Bar_volume_sold,Mint Bite-size Pop_volume_sold,Strawberry Tiny Cup_volume_sold,Vanilla Mini Cone_volume_sold,Chocolate Fudge Big Scoop_volume_sold,Cookies and Cream Mega Tub_volume_sold,Mint Chocolate Chip Family Pack_volume_sold,Moose Tracks Jumbo Cup_volume_sold,Rocky Road Mega Tub_volume_sold,Butter Pecan Small Stick_earning,Chocolate Petite Bar_earning,Mint Bite-size Pop_earning,Strawberry Tiny Cup_earning,Vanilla Mini Cone_earning,Chocolate Fudge Big Scoop_earning,Cookies and Cream Mega Tub_earning,Mint Chocolate Chip Family Pack_earning,Moose Tracks Jumbo Cup_earning,Rocky Road Mega Tub_earning,labels
ID6874,288.0,287.0,264.0,249.0,259.0,331.0,215.0,264.0,193.0,188.0,267.0,144.0,288.0,287.0,264.0,249.0,259.0,331.0,215.0,264.0,193.0,188.0,267.0,144.0,316700.0,313400.0,290000.0,279000.0,290150.0,361100.0,242200.0,295650.0,221200.0,203600.0,303850.0,162400.0,0.0,0.0,0.0,0.0,0.0,650.0,539.0,553.0,634.0,573.0,0.0,0.0,0.0,0.0,0.0,650.0,539.0,553.0,634.0,573.0,0.0,0.0,0.0,0.0,0.0,780000.0,592900.0,635950.0,697400.0,573000.0,5
ID5532,207.0,199.0,318.0,321.0,205.0,213.0,318.0,298.0,368.0,276.0,321.0,179.0,207.0,199.0,318.0,321.0,205.0,213.0,318.0,298.0,368.0,276.0,321.0,179.0,228150.0,224800.0,353600.0,354300.0,219400.0,240000.0,356850.0,324100.0,402100.0,305350.0,357950.0,199200.0,0.0,0.0,0.0,0.0,0.0,510.0,780.0,670.0,623.0,640.0,0.0,0.0,0.0,0.0,0.0,510.0,780.0,670.0,623.0,640.0,0.0,0.0,0.0,0.0,0.0,612000.0,858000.0,770500.0,685300.0,640000.0,5
ID3409,212.0,227.0,274.0,260.0,406.0,205.0,205.0,220.0,331.0,282.0,314.0,279.0,212.0,227.0,274.0,260.0,406.0,205.0,205.0,220.0,331.0,282.0,314.0,279.0,229750.0,260950.0,306000.0,283800.0,449500.0,224500.0,231200.0,248400.0,368500.0,316100.0,341150.0,315400.0,0.0,0.0,0.0,0.0,0.0,665.0,577.0,687.0,665.0,621.0,0.0,0.0,0.0,0.0,0.0,665.0,577.0,687.0,665.0,621.0,0.0,0.0,0.0,0.0,0.0,798000.0,634700.0,790050.0,731500.0,621000.0,5
ID1214,235.0,271.0,176.0,196.0,287.0,387.0,277.0,284.0,240.0,239.0,263.0,275.0,235.0,271.0,176.0,196.0,287.0,387.0,277.0,284.0,240.0,239.0,263.0,275.0,260350.0,302250.0,195400.0,224400.0,313800.0,430050.0,307200.0,307000.0,259100.0,256750.0,297300.0,304700.0,0.0,0.0,0.0,0.0,0.0,549.0,645.0,678.0,523.0,735.0,0.0,0.0,0.0,0.0,0.0,549.0,645.0,678.0,523.0,735.0,0.0,0.0,0.0,0.0,0.0,658800.0,709500.0,779700.0,575300.0,735000.0,5
ID3549,3479.0,3936.0,5569.0,3864.0,5488.0,5061.0,5744.0,4771.0,2859.0,4468.0,4746.0,5764.0,1355.8000000000002,1590.4,2045.0,1736.0,1870.4,1932.2,2099.2,1586.2,1365.4,1636.8,1735.6000000000001,2088.0,1158790.0,1410960.0,1715620.0,1591140.0,1516640.0,1652450.0,1759930.0,1266150.0,1251650.0,1393710.0,1468930.0,1773530.0,10007.0,9740.0,5960.0,8655.0,9023.0,2110.0,2823.0,2381.0,2064.0,2986.0,2001.4,1948.0,1192.0,1731.0,1804.6000000000001,2110.0,2823.0,2381.0,2064.0,2986.0,1000700.0,876600.0,596000.0,952050.0,902300.0,2532000.0,3105300.0,2738150.0,2270400.0,2986000.0,0
ID4352,244.0,192.0,227.0,213.0,243.0,251.0,177.0,254.0,324.0,254.0,167.0,246.0,244.0,192.0,227.0,213.0,243.0,251.0,177.0,254.0,324.0,254.0,167.0,246.0,270500.0,211300.0,252850.0,239500.0,268200.0,284100.0,193450.0,278750.0,359300.0,278800.0,186000.0,274450.0,0.0,0.0,0.0,0.0,0.0,542.0,653.0,516.0,541.0,540.0,0.0,0.0,0.0,0.0,0.0,542.0,653.0,516.0,541.0,540.0,0.0,0.0,0.0,0.0,0.0,650400.0,718300.0,593400.0,595100.0,540000.0,5
ID4469,273.0,256.0,297.0,220.0,334.0,258.0,233.0,333.0,303.0,275.0,216.0,309.0,273.0,256.0,297.0,220.0,334.0,258.0,233.0,333.0,303.0,275.0,216.0,309.0,306300.0,283700.0,324250.0,244650.0,363750.0,291200.0,257800.0,372750.0,330350.0,307000.0,250350.0,340750.0,0.0,0.0,0.0,0.0,0.0,577.0,699.0,763.0,661.0,607.0,0.0,0.0,0.0,0.0,0.0,577.0,699.0,763.0,661.0,607.0,0.0,0.0,0.0,0.0,0.0,692400.0,768900.0,877450.0,727100.0,607000.0,5
ID9841,1306.0,2400.0,2533.0,3143.0,2354.0,2607.0,3176.0,2698.0,3641.0,3598.0,2247.0,2656.0,702.8,925.6,876.2,1070.2,850.8,1030.2,1115.2,871.6,1170.6,1211.6000000000001,800.6,1065.6,690440.0,809300.0,717190.0,872510.0,708700.0,911340.0,916280.0,679420.0,927820.0,979510.0,663610.0,941370.0,4834.0,5368.0,4374.0,5557.0,5702.0,1216.0,1218.0,1270.0,1526.0,1294.0,966.8000000000001,1073.6000000000001,874.8000000000001,1111.4,1140.4,1216.0,1218.0,1270.0,1526.0,1294.0,483400.0,483120.0,437400.0,611270.0,570200.0,1459200.0,1339800.0,1460500.0,1678600.0,1294000.0,1
ID2600,302.0,265.0,252.0,206.0,280.0,172.0,336.0,295.0,271.0,266.0,421.0,271.0,302.0,265.0,252.0,206.0,280.0,172.0,336.0,295.0,271.0,266.0,421.0,271.0,333450.0,301100.0,287450.0,229800.0,315150.0,189500.0,371750.0,330000.0,303850.0,292850.0,467700.0,304950.0,0.0,0.0,0.0,0.0,0.0,813.0,609.0,729.0,577.0,609.0,0.0,0.0,0.0,0.0,0.0,813.0,609.0,729.0,577.0,609.0,0.0,0.0,0.0,0.0,0.0,975600.0,669900.0,838350.0,634700.0,609000.0,5
ID8112,77.0,331.0,358.0,163.0,180.0,228.0,262.0,336.0,189.0,240.0,319.0,250.0,77.0,331.0,358.0,163.0,180.0,228.0,262.0,336.0,189.0,240.0,319.0,250.0,89050.0,364450.0,404850.0,179300.0,204250.0,257700.0,290100.0,369400.0,212100.0,259500.0,352800.0,285650.0,0.0,0.0,0.0,0.0,0.0,558.0,615.0,605.0,723.0,432.0,0.0,0.0,0.0,0.0,0.0,558.0,615.0,605.0,723.0,432.0,0.0,0.0,0.0,0.0,0.0,669600.0,676500.0,695750.0,795300.0,432000.0,5
ID8924,267.0,282.0,241.0,202.0,251.0,268.0,197.0,224.0,224.0,309.0,366.0,222.0,267.0,282.0,241.0,202.0,251.0,268.0,197.0,224.0,224.0,309.0,366.0,222.0,293500.0,313100.0,264650.0,220500.0,285150.0,302550.0,215800.0,239700.0,241300.0,341600.0,409600.0,241100.0,0.0,0.0,0.0,0.0,0.0,561.0,494.0,561.0,698.0,739.0,0.0,0.0,0.0,0.0,0.0,561.0,494.0,561.0,698.0,739.0,0.0,0.0,0.0,0.0,0.0,673200.0,543400.0,645150.0,767800.0,739000.0,5
ID6387,328.0,346.0,159.0,188.0,218.0,275.0,256.0,322.0,323.0,265.0,179.0,278.0,328.0,346.0,159.0,188.0,218.0,275.0,256.0,322.0,323.0,265.0,179.0,278.0,361350.0,383050.0,175000.0,213550.0,244900.0,311200.0,284450.0,358700.0,359350.0,289250.0,198800.0,306650.0,0.0,0.0,0.0,0.0,0.0,535.0,612.0,835.0,558.0,597.0,0.0,0.0,0.0,0.0,0.0,535.0,612.0,835.0,558.0,597.0,0.0,0.0,0.0,0.0,0.0,642000.0,673200.0,960250.0,613800.0,597000.0,5
ID5720,201.0,245.0,306.0,238.0,319.0,282.0,347.0,274.0,245.0,318.0,351.0,297.0,201.0,245.0,306.0,238.0,319.0,282.0,347.0,274.0,245.0,318.0,351.0,297.0,220050.0,264450.0,340450.0,268800.0,353600.0,314400.0,390500.0,302250.0,276300.0,349500.0,386350.0,340400.0,0.0,0.0,0.0,0.0,0.0,739.0,578.0,749.0,661.0,696.0,0.0,0.0,0.0,0.0,0.0,739.0,578.0,749.0,661.0,696.0,0.0,0.0,0.0,0.0,0.0,886800.0,635800.0,861350.0,727100.0,696000.0,5
ID4545,269.0,232.0,317.0,261.0,306.0,394.0,321.0,260.0,290.0,201.0,239.0,369.0,269.0,232.0,317.0,261.0,306.0,394.0,321.0,260.0,290.0,201.0,239.0,369.0,297850.0,265500.0,353650.0,292500.0,349650.0,440300.0,352050.0,292150.0,325400.0,223250.0,260300.0,404150.0,0.0,0.0,0.0,0.0,0.0,796.0,671.0,711.0,648.0,633.0,0.0,0.0,0.0,0.0,0.0,796.0,671.0,711.0,648.0,633.0,0.0,0.0,0.0,0.0,0.0,955200.0,738100.0,817650.0,712800.0,633000.0,5
ID8569,293.0,209.0,237.0,233.0,340.0,309.0,342.0,342.0,311.0,312.0,400.0,144.0,293.0,209.0,237.0,233.0,340.0,309.0,342.0,342.0,311.0,312.0,400.0,144.0,322150.0,234200.0,260250.0,256500.0,376850.0,348750.0,382950.0,376600.0,342450.0,337150.0,441550.0,167750.0,0.0,0.0,0.0,0.0,0.0,654.0,678.0,733.0,666.0,741.0,0.0,0.0,0.0,0.0,0.0,654.0,678.0,733.0,666.0,741.0,0.0,0.0,0.0,0.0,0.0,784800.0,745800.0,842950.0,732600.0,741000.0,5
ID1745,328.0,277.0,175.0,325.0,322.0,256.0,275.0,244.0,260.0,194.0,214.0,185.0,328.0,277.0,175.0,325.0,322.0,256.0,275.0,244.0,260.0,194.0,214.0,185.0,363850.0,304950.0,192750.0,362750.0,356650.0,291950.0,301700.0,269050.0,287850.0,219100.0,239600.0,204250.0,0.0,0.0,0.0,0.0,0.0,674.0,499.0,723.0,463.0,696.0,0.0,0.0,0.0,0.0,0.0,674.0,499.0,723.0,463.0,696.0,0.0,0.0,0.0,0.0,0.0,808800.0,548900.0,831450.0,509300.0,696000.0,5
ID5440,248.0,285.0,295.0,195.0,243.0,254.0,328.0,234.0,215.0,180.0,250.0,259.0,248.0,285.0,295.0,195.0,243.0,254.0,328.0,234.0,215.0,180.0,250.0,259.0,279700.0,318750.0,325100.0,206300.0,265400.0,287150.0,362800.0,254900.0,239500.0,198800.0,279900.0,286650.0,0.0,0.0,0.0,0.0,0.0,465.0,556.0,707.0,643.0,615.0,0.0,0.0,0.0,0.0,0.0,465.0,556.0,707.0,643.0,615.0,0.0,0.0,0.0,0.0,0.0,558000.0,611600.0,813050.0,707300.0,615000.0,5
ID7313,145.0,146.0,170.0,284.0,216.0,327.0,174.0,265.0,245.0,111.0,223.0,295.0,145.0,146.0,170.0,284.0,216.0,327.0,174.0,265.0,245.0,111.0,223.0,295.0,157300.0,162100.0,189600.0,322250.0,244850.0,363300.0,195900.0,294550.0,270250.0,121850.0,248150.0,331150.0,0.0,0.0,0.0,0.0,0.0,500.0,458.0,609.0,631.0,403.0,0.0,0.0,0.0,0.0,0.0,500.0,458.0,609.0,631.0,403.0,0.0,0.0,0.0,0.0,0.0,600000.0,503800.0,700350.0,694100.0,403000.0,5
ID8975,251.0,327.0,293.0,268.0,216.0,242.0,239.0,306.0,125.0,277.0,329.0,324.0,251.0,327.0,293.0,268.0,216.0,242.0,239.0,306.0,125.0,277.0,329.0,324.0,279800.0,358900.0,322100.0,300250.0,236350.0,268750.0,260150.0,335100.0,133000.0,300900.0,361950.0,354300.0,0.0,0.0,0.0,0.0,0.0,513.0,640.0,569.0,626.0,849.0,0.0,0.0,0.0,0.0,0.0,513.0,640.0,569.0,626.0,849.0,0.0,0.0,0.0,0.0,0.0,615600.0,704000.0,654350.0,688600.0,849000.0,5
ID6103,241.0,305.0,175.0,241.0,323.0,408.0,168.0,309.0,186.0,266.0,138.0,248.0,241.0,305.0,175.0,241.0,323.0,408.0,168.0,309.0,186.0,266.0,138.0,248.0,263600.0,332950.0,193150.0,264200.0,353200.0,449950.0,190750.0,340550.0,200800.0,290100.0,151800.0,273950.0,0.0,0.0,0.0,0.0,0.0,493.0,573.0,488.0,679.0,775.0,0.0,0.0,0.0,0.0,0.0,493.0,573.0,488.0,679.0,775.0,0.0,0.0,0.0,0.0,0.0,591600.0,630300.0,561200.0,746900.0,775000.0,5
ID8877,146.0,209.0,411.0,284.0,303.0,263.0,230.0,279.0,210.0,221.0,340.0,264.0,146.0,209.0,411.0,284.0,303.0,263.0,230.0,279.0,210.0,221.0,340.0,264.0,159200.0,227900.0,455700.0,318150.0,337600.0,298750.0,255250.0,314150.0,224900.0,235200.0,372400.0,290100.0,0.0,0.0,0.0,0.0,0.0,583.0,676.0,616.0,527.0,758.0,0.0,0.0,0.0,0.0,0.0,583.0,676.0,616.0,527.0,758.0,0.0,0.0,0.0,0.0,0.0,699600.0,743600.0,708400.0,579700.0,758000.0,5
ID6037,355.0,305.0,252.0,210.0,212.0,282.0,255.0,306.0,201.0,274.0,285.0,445.0,355.0,305.0,252.0,210.0,212.0,282.0,255.0,306.0,201.0,274.0,285.0,445.0,391450.0,337250.0,282500.0,231700.0,231300.0,322500.0,285150.0,335650.0,216600.0,301800.0,319200.0,491250.0,0.0,0.0,0.0,0.0,0.0,761.0,607.0,463.0,820.0,731.0,0.0,0.0,0.0,0.0,0.0,761.0,607.0,463.0,820.0,731.0,0.0,0.0,0.0,0.0,0.0,913200.0,667700.0,532450.0,902000.0,731000.0,5
ID1134,383.0,333.0,310.0,378.0,278.0,202.0,196.0,212.0,317.0,247.0,321.0,354.0,383.0,333.0,310.0,378.0,278.0,202.0,196.0,212.0,317.0,247.0,321.0,354.0,425100.0,374250.0,338950.0,417850.0,314150.0,227850.0,226050.0,233250.0,347050.0,276300.0,353450.0,389950.0,0.0,0.0,0.0,0.0,0.0,760.0,750.0,726.0,573.0,722.0,0.0,0.0,0.0,0.0,0.0,760.0,750.0,726.0,573.0,722.0,0.0,0.0,0.0,0.0,0.0,912000.0,825000.0,834900.0,630300.0,722000.0,5
ID5840,406.0,288.0,262.0,178.0,205.0,286.0,343.0,335.0,255.0,175.0,333.0,335.0,406.0,288.0,262.0,178.0,205.0,286.0,343.0,335.0,255.0,175.0,333.0,335.0,450750.0,320900.0,284600.0,192750.0,224850.0,314700.0,376750.0,380000.0,279200.0,195400.0,371300.0,380900.0,0.0,0.0,0.0,0.0,0.0,567.0,784.0,752.0,665.0,633.0,0.0,0.0,0.0,0.0,0.0,567.0,784.0,752.0,665.0,633.0,0.0,0.0,0.0,0.0,0.0,680400.0,862400.0,864800.0,731500.0,633000.0,5
ID1012,197.0,356.0,208.0,292.0,285.0,286.0,298.0,319.0,261.0,301.0,234.0,238.0,197.0,356.0,208.0,292.0,285.0,286.0,298.0,319.0,261.0,301.0,234.0,238.0,216700.0,392100.0,235400.0,318150.0,319600.0,318600.0,337650.0,357950.0,290600.0,331650.0,263850.0,266400.0,0.0,0.0,0.0,0.0,0.0,636.0,559.0,795.0,713.0,572.0,0.0,0.0,0.0,0.0,0.0,636.0,559.0,795.0,713.0,572.0,0.0,0.0,0.0,0.0,0.0,763200.0,614900.0,914250.0,784300.0,572000.0,5
ID7290,230.0,295.0,289.0,328.0,308.0,249.0,331.0,220.0,263.0,243.0,326.0,160.0,230.0,295.0,289.0,328.0,308.0,249.0,331.0,220.0,263.0,243.0,326.0,160.0,251950.0,325550.0,318150.0,363400.0,344500.0,273700.0,369800.0,240900.0,300350.0,269600.0,367700.0,179900.0,0.0,0.0,0.0,0.0,0.0,686.0,584.0,600.0,779.0,593.0,0.0,0.0,0.0,0.0,0.0,686.0,584.0,600.0,779.0,593.0,0.0,0.0,0.0,0.0,0.0,823200.0,642400.0,690000.0,856900.0,593000.0,5
ID3169,182.0,305.0,302.0,162.0,188.0,198.0,189.0,241.0,211.0,311.0,278.0,313.0,182.0,305.0,302.0,162.0,188.0,198.0,189.0,241.0,211.0,311.0,278.0,313.0,199950.0,339250.0,344750.0,178650.0,208550.0,222100.0,220400.0,265500.0,227550.0,346950.0,309400.0,347800.0,0.0,0.0,0.0,0.0,0.0,561.0,349.0,803.0,633.0,534.0,0.0,0.0,0.0,0.0,0.0,561.0,349.0,803.0,633.0,534.0,0.0,0.0,0.0,0.0,0.0,673200.0,383900.0,923450.0,696300.0,534000.0,5
ID5381,222.0,302.0,333.0,252.0,352.0,350.0,351.0,344.0,236.0,275.0,280.0,309.0,222.0,302.0,333.0,252.0,352.0,350.0,351.0,344.0,236.0,275.0,280.0,309.0,239350.0,329800.0,370150.0,290100.0,395100.0,391450.0,395450.0,381650.0,259700.0,302900.0,317900.0,345000.0,0.0,0.0,0.0,0.0,0.0,758.0,624.0,831.0,739.0,654.0,0.0,0.0,0.0,0.0,0.0,758.0,624.0,831.0,739.0,654.0,0.0,0.0,0.0,0.0,0.0,909600.0,686400.0,955650.0,812900.0,654000.0,5
ID1603,383.0,316.0,295.0,209.0,293.0,287.0,213.0,237.0,272.0,382.0,293.0,292.0,383.0,316.0,295.0,209.0,293.0,287.0,213.0,237.0,272.0,382.0,293.0,292.0,426350.0,353750.0,328200.0,237900.0,316200.0,325300.0,234100.0,266950.0,309900.0,427500.0,318250.0,327900.0,0.0,0.0,0.0,0.0,0.0,803.0,688.0,712.0,641.0,628.0,0.0,0.0,0.0,0.0,0.0,803.0,688.0,712.0,641.0,628.0,0.0,0.0,0.0,0.0,0.0,963600.0,756800.0,818800.0,705100.0,628000.0,5
ID2467,321.0,337.0,371.0,268.0,312.0,344.0,136.0,299.0,179.0,166.0,296.0,324.0,321.0,337.0,371.0,268.0,312.0,344.0,136.0,299.0,179.0,166.0,296.0,324.0,363550.0,372900.0,410500.0,288400.0,349550.0,381950.0,156400.0,328000.0,206350.0,184150.0,325700.0,360450.0,0.0,0.0,0.0,0.0,0.0,689.0,694.0,668.0,675.0,627.0,0.0,0.0,0.0,0.0,0.0,689.0,694.0,668.0,675.0,627.0,0.0,0.0,0.0,0.0,0.0,826800.0,763400.0,768200.0,742500.0,627000.0,5
ID9465,6011.0,3604.0,4495.0,5091.0,4817.0,3815.0,4493.0,4827.0,5043.0,4355.0,7561.0,6514.0,2072.6,1432.0,1658.2,1833.4,2146.6,1579.0,1286.6000000000001,1834.2,1657.4,1911.8,2434.6,2078.0,1693680.0,1249910.0,1394560.0,1539940.0,1968760.0,1405900.0,925570.0,1594740.0,1321260.0,1747830.0,1902580.0,1631440.0,10886.0,11156.0,9251.0,7233.0,9851.0,2376.0,2130.0,2366.0,2856.0,2521.0,2177.2,2231.2000000000003,1850.2,1446.6,1970.2,2376.0,2130.0,2366.0,2856.0,2521.0,1088600.0,1004040.0,925100.0,795630.0,985100.0,2851200.0,2343000.0,2720900.0,3141600.0,2521000.0,0
ID5942,189.0,209.0,281.0,273.0,333.0,302.0,263.0,258.0,318.0,142.0,296.0,283.0,189.0,209.0,281.0,273.0,333.0,302.0,263.0,258.0,318.0,142.0,296.0,283.0,205000.0,236650.0,310200.0,305250.0,375700.0,333700.0,290200.0,282100.0,352200.0,159600.0,332000.0,318800.0,0.0,0.0,0.0,0.0,0.0,705.0,452.0,706.0,623.0,661.0,0.0,0.0,0.0,0.0,0.0,705.0,452.0,706.0,623.0,661.0,0.0,0.0,0.0,0.0,0.0,846000.0,497200.0,811900.0,685300.0,661000.0,5
ID1948,194.0,275.0,285.0,354.0,380.0,239.0,286.0,299.0,353.0,341.0,265.0,350.0,194.0,275.0,285.0,354.0,380.0,239.0,286.0,299.0,353.0,341.0,265.0,350.0,216800.0,297800.0,309950.0,394900.0,421500.0,257950.0,312900.0,333950.0,387100.0,376950.0,299550.0,389950.0,0.0,0.0,0.0,0.0,0.0,668.0,699.0,656.0,764.0,834.0,0.0,0.0,0.0,0.0,0.0,668.0,699.0,656.0,764.0,834.0,0.0,0.0,0.0,0.0,0.0,801600.0,768900.0,754400.0,840400.0,834000.0,5
ID2077,5498.0,4572.0,5801.0,3162.0,4305.0,2795.0,5092.0,5187.0,3573.0,6095.0,4684.0,5263.0,1807.6000000000001,1578.4,1979.4,1297.2,1650.6,1156.6,1627.2,1567.8000000000002,1521.0,2063.8,1806.4,1963.8,1482140.0,1294940.0,1613680.0,1151010.0,1403370.0,1034450.0,1276440.0,1158290.0,1357000.0,1694470.0,1577320.0,1685090.0,8215.0,7447.0,9742.0,8057.0,11548.0,2314.0,1780.0,2270.0,2219.0,2435.0,1643.0,1489.4,1948.4,1611.4,2309.6,2314.0,1780.0,2270.0,2219.0,2435.0,821500.0,670230.0,974200.0,886270.0,1154800.0,2776800.0,1958000.0,2610500.0,2440900.0,2435000.0,1
ID9065,288.0,205.0,153.0,345.0,234.0,250.0,281.0,279.0,168.0,252.0,237.0,180.0,288.0,205.0,153.0,345.0,234.0,250.0,281.0,279.0,168.0,252.0,237.0,180.0,318350.0,222100.0,169400.0,381600.0,253800.0,278500.0,314600.0,307850.0,181250.0,278800.0,263150.0,189900.0,0.0,0.0,0.0,0.0,0.0,385.0,659.0,478.0,727.0,623.0,0.0,0.0,0.0,0.0,0.0,385.0,659.0,478.0,727.0,623.0,0.0,0.0,0.0,0.0,0.0,462000.0,724900.0,549700.0,799700.0,623000.0,5
ID8333,276.0,372.0,201.0,245.0,297.0,177.0,175.0,274.0,221.0,199.0,224.0,342.0,276.0,372.0,201.0,245.0,297.0,177.0,175.0,274.0,221.0,199.0,224.0,342.0,306100.0,410150.0,217000.0,269000.0,324300.0,194750.0,201400.0,306050.0,243950.0,223400.0,245100.0,378900.0,0.0,0.0,0.0,0.0,0.0,538.0,522.0,594.0,682.0,667.0,0.0,0.0,0.0,0.0,0.0,538.0,522.0,594.0,682.0,667.0,0.0,0.0,0.0,0.0,0.0,645600.0,574200.0,683100.0,750200.0,667000.0,5
ID6284,299.0,193.0,346.0,209.0,132.0,331.0,219.0,362.0,311.0,245.0,265.0,285.0,299.0,193.0,346.0,209.0,132.0,331.0,219.0,362.0,311.0,245.0,265.0,285.0,325850.0,214000.0,388050.0,231200.0,146100.0,371050.0,246600.0,399550.0,338300.0,266250.0,293850.0,320550.0,0.0,0.0,0.0,0.0,0.0,524.0,753.0,673.0,633.0,614.0,0.0,0.0,0.0,0.0,0.0,524.0,753.0,673.0,633.0,614.0,0.0,0.0,0.0,0.0,0.0,628800.0,828300.0,773950.0,696300.0,614000.0,5
ID9980,4493.0,3317.0,3858.0,2676.0,4360.0,4506.0,4530.0,4475.0,4454.0,4118.0,5315.0,2593.0,1676.2,1549.0,1518.8,1222.4,1540.0,1666.8,1414.8,1635.0,1718.0,1474.8,1796.6,1515.4,1426390.0,1452050.0,1298140.0,1145920.0,1266410.0,1419730.0,1083980.0,1390610.0,1503900.0,1249670.0,1438450.0,1522760.0,8990.0,7888.0,9370.0,4999.0,6212.0,2462.0,1871.0,2374.0,2094.0,2435.0,1798.0,1577.6000000000001,1874.0,999.8000000000001,1242.4,2462.0,1871.0,2374.0,2094.0,2435.0,899000.0,709920.0,937000.0,549890.0,621200.0,2954400.0,2058100.0,2730100.0,2303400.0,2435000.0,1
ID2382,218.0,255.0,240.0,304.0,287.0,185.0,272.0,321.0,202.0,305.0,357.0,301.0,218.0,255.0,240.0,304.0,287.0,185.0,272.0,321.0,202.0,305.0,357.0,301.0,244550.0,276000.0,261300.0,333500.0,322700.0,209700.0,297800.0,359850.0,217750.0,330850.0,399200.0,336400.0,0.0,0.0,0.0,0.0,0.0,588.0,533.0,718.0,640.0,768.0,0.0,0.0,0.0,0.0,0.0,588.0,533.0,718.0,640.0,768.0,0.0,0.0,0.0,0.0,0.0,705600.0,586300.0,825700.0,704000.0,768000.0,5
ID2582,111.0,220.0,223.0,356.0,268.0,192.0,285.0,264.0,330.0,222.0,174.0,233.0,111.0,220.0,223.0,356.0,268.0,192.0,285.0,264.0,330.0,222.0,174.0,233.0,114000.0,244300.0,242700.0,394900.0,292750.0,210500.0,315900.0,288150.0,360900.0,239250.0,201000.0,257900.0,0.0,0.0,0.0,0.0,0.0,554.0,514.0,505.0,463.0,842.0,0.0,0.0,0.0,0.0,0.0,554.0,514.0,505.0,463.0,842.0,0.0,0.0,0.0,0.0,0.0,664800.0,565400.0,580750.0,509300.0,842000.0,5
ID5432,226.0,299.0,298.0,226.0,322.0,267.0,325.0,328.0,241.0,240.0,417.0,331.0,226.0,299.0,298.0,226.0,322.0,267.0,325.0,328.0,241.0,240.0,417.0,331.0,245000.0,329250.0,328450.0,256500.0,349950.0,297050.0,358750.0,367900.0,276950.0,263500.0,460900.0,368150.0,0.0,0.0,0.0,0.0,0.0,632.0,804.0,627.0,815.0,642.0,0.0,0.0,0.0,0.0,0.0,632.0,804.0,627.0,815.0,642.0,0.0,0.0,0.0,0.0,0.0,758400.0,884400.0,721050.0,896500.0,642000.0,5
ID1551,341.0,320.0,273.0,163.0,241.0,350.0,276.0,321.0,153.0,193.0,267.0,223.0,341.0,320.0,273.0,163.0,241.0,350.0,276.0,321.0,153.0,193.0,267.0,223.0,372600.0,355600.0,307750.0,186950.0,272750.0,391700.0,308700.0,353300.0,172200.0,215000.0,293300.0,254450.0,0.0,0.0,0.0,0.0,0.0,705.0,686.0,554.0,706.0,470.0,0.0,0.0,0.0,0.0,0.0,705.0,686.0,554.0,706.0,470.0,0.0,0.0,0.0,0.0,0.0,846000.0,754600.0,637100.0,776600.0,470000.0,5
ID3767,221.0,115.0,344.0,306.0,254.0,164.0,155.0,194.0,245.0,379.0,213.0,288.0,221.0,115.0,344.0,306.0,254.0,164.0,155.0,194.0,245.0,379.0,213.0,288.0,240800.0,120000.0,385800.0,342200.0,287100.0,175800.0,176000.0,217000.0,267000.0,418350.0,240900.0,328950.0,0.0,0.0,0.0,0.0,0.0,593.0,498.0,702.0,482.0,603.0,0.0,0.0,0.0,0.0,0.0,593.0,498.0,702.0,482.0,603.0,0.0,0.0,0.0,0.0,0.0,711600.0,547800.0,807300.0,530200.0,603000.0,5
